Country,id,first_name,last_name,birth_date,death_date,place_of_birth,wikipedia_url,start_mandate,end_mandate,wikipedia_bio
us,Q34597,James,Garfield,1831-11-19,1881-09-19,Moreland Hills,https://en.wikipedia.org/wiki/James_A._Garfield,1881-03-04,1881-09-19,"James Abram Garfield (November 19, 1831– September 19, 1881) was the 20th president of the United States, serving from March 1881 until his death in September that year after being shot in July. A preacher, lawyer, and Civil War general, Garfield served nine terms in the United States House of Representatives and is the only sitting member of the House to be elected president. Before he ran for president, the Ohio General Assembly had elected him to the U.S. Senate, a position he declined upon becoming president-elect."
us,Q34836,Ulysses,Grant,1822-04-27,1885-07-23,Point Pleasant,https://en.wikipedia.org/wiki/Ulysses_S._Grant,1869-03-04,1877-03-04,"Ulysses S. Grant (born Hiram Ulysses Grant; April 27, 1822– July 23, 1885) was the General-in-Chief of the Union Army, leading them to victory in the American Civil War in 1865, and the 18th president of the United States, serving from 1869 to 1877."
us,Q35041,William,McKinley,1843-01-29,1901-09-14,Niles,https://en.wikipedia.org/wiki/William_McKinley,1897-03-04,1901-09-14,"William McKinley (January 29, 1843– September 14, 1901) was the 25th president of the United States, serving from 1897 until his assassination in 1901. A member of the Republican Party, he led a realignment that made Republicans largely dominant in the industrial states and nationwide for decades. McKinley successfully led the U.S. in the Spanish–American War and oversaw a period of American expansionism, with the annexations of Hawaii, Puerto Rico, Guam, the Philippines, and American Samoa."
us,Q35171,Stephen,Cleveland,1837-03-18,1908-06-24,Caldwell,https://en.wikipedia.org/wiki/Grover_Cleveland,1893-03-04,1897-03-04,"Stephen Grover Cleveland (March 18, 1837– June 24, 1908) was the 22nd and 24th president of the United States, serving from 1885 to 1889 and from 1893 to 1897. He was the first Democrat elected president after the American Civil War and the first U.S. president to serve nonconsecutive terms."
us,Q35236,Herbert,Hoover,1874-08-10,1964-10-20,West Branch,https://en.wikipedia.org/wiki/Herbert_Hoover,1929-03-04,1933-03-04,"Herbert Clark Hoover (August 10, 1874 – October 20, 1964) was the 31st president of the United States, serving from 1929 to 1933. As a member of the Republican Party, he served as the third United States secretary of commerce from 1921 to 1928 before being elected president in 1928. His presidency was dominated by the Great Depression, and his policies and methods to combat it were seen as inadequate and overly conservative. Amid his unpopularity, he decisively lost reelection to Franklin D. Roosevelt in 1932."
us,Q35286,Warren,Harding,1865-11-02,1923-08-02,Blooming Grove,https://en.wikipedia.org/wiki/Warren_G._Harding,1921-03-04,1923-08-02,"Warren Gamaliel Harding (November 2, 1865 – August 2, 1923) was the 29th president of the United States, serving from 1921 until his death in 1923. A member of the Republican Party, he was one of the most popular presidents at the time of his death. After that, a number of scandals were exposed that greatly damaged his reputation."
us,Q35498,Chester,Arthur,1829-10-05,1886-11-18,Fairfield,https://en.wikipedia.org/wiki/Chester_A._Arthur,1881-09-19,1885-03-04,"Chester Alan Arthur (October 5, 1829 – November 18, 1886) was the 21st president of the United States, serving from 1881 to 1885. A Republican from New York, he served as the 20th vice president under President James A. Garfield in 1881, assuming the presidency after Garfield's assassination. Arthur's administration saw the largest expansion of the U.S. Navy, the end of the so-called ""spoils system"", and the implementation of harsher restrictions for migrants entering from abroad."
us,Q35648,William,Taft,1857-09-15,1930-03-08,Cincinnati,https://en.wikipedia.org/wiki/William_Howard_Taft,1909-03-04,1913-03-04,"William Howard Taft (September 15, 1857– March 8, 1930) was the 27th president of the United States from 1909 to 1913 and the tenth chief justice of the United States from 1921 to 1930. He is the only person to have held both offices."
us,Q35678,Benjamin,Harrison,1833-08-20,1901-03-13,North Bend,https://en.wikipedia.org/wiki/Benjamin_Harrison,1889-03-04,1893-03-04,"Benjamin Harrison (August 20, 1833– March 13, 1901) was the 23rd president of the United States, serving from 1889 to 1893. He was a member of the Harrison family of Virginia—a grandson of the ninth president, William Henry Harrison, and a great-grandson of Benjamin HarrisonV, a Founding Father. A Union army veteran and a Republican, he defeated incumbent Grover Cleveland to win the presidency in 1888."
us,Q35686,Rutherford,Hayes,1822-10-04,1893-01-17,Delaware,https://en.wikipedia.org/wiki/Rutherford_B._Hayes,1877-03-04,1881-03-04,"Rutherford Birchard Hayes was the 19th president of the United States, serving from 1877 to 1881. He served as Cincinnati's city solicitor from 1858 to 1861 and was known as a staunch abolitionist who defended refugee slaves in court proceedings. At the start of the Civil War, Hayes left a fledgling political career to join the Union army. He was wounded five times, most seriously at the Battle of South Mountain in 1862. Hayes earned a reputation for bravery in combat, rising in the ranks to serve as brevet major general. After the war, he was a prominent member of the ""Half-Breed"" faction of the Republican Party. Hayes served in Congress from 1865 to 1867 and was elected governor of Ohio, serving two consecutive terms from 1868 to 1872 and half of a third two-year term from 1876 to 1877 before his swearing-in as president."
us,Q36023,John,Coolidge,1872-07-04,1933-01-05,Plymouth Notch,https://en.wikipedia.org/wiki/Calvin_Coolidge,1923-08-02,1929-03-04,"Calvin Coolidge (born John Calvin Coolidge Jr.; /ˈkuːlɪdʒ/ KOOL-ij; July 4, 1872– January 5, 1933) was the 30th president of the United States, serving from 1923 to 1929. A Republican lawyer from Massachusetts, he had served as the 29th vice president from 1921 to 1923, under President Warren G. Harding, and as the 48th governor of Massachusetts from 1919 to 1921. Coolidge gained a reputation as a small-government conservative, with a taciturn personality and dry sense of humor that earned him the nickname ""Silent Cal""."
be,Q12978,Guy,Verhofstadt,1953-04-11,,Dendermonde,https://nl.wikipedia.org/wiki/Guy_Verhofstadt,1999-07-12,2008-03-20,"Guy Maurice Marie-Louise Verhofstadt (Dendermonde, 11 april 1953) is een Belgisch politicus voor de Open Vlaamse Liberalen en Democraten (Open Vld). Hij was premier van België van 12 juli 1999 tot 20 maart 2008 in drie regeringen. Hij beëindigde zijn actieve politieke carrière in het Europees Parlement, waar hij van 2009 tot 2019 fractieleider van de Alliantie van Liberalen en Democraten voor Europa (ALDE) was."
be,Q12981,Yves,Leterme,1960-10-06,,Wervik,https://nl.wikipedia.org/wiki/Yves_Leterme,2009-11-25,2011-12-06,"Yves Camille Désiré Leterme (Wervik, 6 oktober 1960) is een voormalig Belgisch politicus. Hij was onder meer Vlaams minister-president en premier van België. Hij was lang boegbeeld van de CD&V en boegbeeld van het toenmalige kartel CD&V/N-VA."
be,Q12983,Herman,None,1947-10-31,,Etterbeek,https://nl.wikipedia.org/wiki/Herman_Van_Rompuy,2008-12-30,2009-11-25,"Herman Achille graaf Van Rompuy (Etterbeek, 31 oktober 1947) is een Belgische politicus van de christendemocratische partij CD&V. Hij was tussen 30 december 2008 en 25 november 2009 de premier van België en van 1 januari 2010 tot en met 30 november 2014 voorzitter van de Europese Raad, in de media vaak incorrect 'president van Europa' genoemd. Op 19 november 2009 werd bekendgemaakt dat hij was verkozen tot de eerste permanente voorzitter en op 1 maart 2012 werd Van Rompuy met algemene stemmen door de 27 staatshoofden en regeringsleiders van de EU voor een tweede mandaat benoemd. Na deze termijn was hij niet meer herkiesbaar."
be,Q14989,Léon,Delacroix,1867-12-27,1929-10-15,Saint-Josse-ten-Noode,https://nl.wikipedia.org/wiki/L%C3%A9on_Delacroix,1918-11-21,1920-11-20,"Léon Fréderic Gustave Delacroix (Sint-Joost-ten-Node, 27 december 1867 – Baden-Baden, 15 oktober 1929) was een Belgisch katholiek politicus. Van 1918 tot 1920 was hij premier van België."
be,Q14990,Henry,Carton,1869-01-31,1951-05-06,Brussels,https://nl.wikipedia.org/wiki/Henri_Carton_de_Wiart,1920-11-20,1921-12-16,"Henri Victor Marie Ghislain Carton de Wiart (Brussel, 31 januari 1869 – Ukkel, 6 mei 1951) (ook als ""Henry"" vermeld) was een Belgische politicus. Hij was premier van 1920 tot 1921."
be,Q14991,Georges,Theunis,1873-02-28,1966-01-04,Montegnée,https://nl.wikipedia.org/wiki/Georges_Theunis,1934-11-20,1935-03-25,"Georges Emile Pierre Léonard Theunis (Montegnée, 28 februari 1873 – Brussel, 4 januari 1966) was een Belgisch industrieel en politicus van de Katholieke Partij."
be,Q14992,Aloïs,Van de Vyvere,1871-06-08,1961-10-22,Tielt,https://nl.wikipedia.org/wiki/Aloys_Van_de_Vyvere,1925-05-13,1925-06-17,"Aloys Jean Maria Joseph Van de Vyvere (Tielt, 8 juni 1871 - Parijs, 22 oktober 1961) was een Belgisch katholiek volksvertegenwoordiger en minister."
be,Q14993,Prosper,Poullet,1868-03-05,1937-12-03,Leuven,https://nl.wikipedia.org/wiki/Prosper_Poullet,1925-06-17,1926-05-20,"Prosper Antoine Marie Joseph burggraaf Poullet (Leuven, 5 maart 1868 - aldaar, 3 december 1937) was een Belgisch politicus."
be,Q14994,Henri,Jaspar,1870-07-28,1939-02-15,Schaerbeek - Schaarbeek,https://nl.wikipedia.org/wiki/Henri_Jaspar,1926-05-20,1931-06-06,"Henri Jaspar (Schaarbeek, 28 juli 1870 - Sint-Gillis, 15 februari 1939) was een Belgisch katholiek politicus, die twee keer premier van België was."
be,Q14995,Jules,None,1862-12-03,1934-07-15,Ixelles - Elsene,https://nl.wikipedia.org/wiki/Jules_Renkin,1931-06-06,1932-10-22,"Jules Laurent Jean Louis Renkin (Elsene, 3 december 1862 - Brussel, 15 juli 1934) was een Belgisch katholiek politicus."
be,Q14996,Paul,Van Zeeland,1893-11-11,1973-09-22,Soignies,https://nl.wikipedia.org/wiki/Paul_van_Zeeland,1935-03-25,1937-11-24,"Paul Guillaume van Zeeland (Zinnik, 11 november 1893 – Brussel, 22 september 1973) was een Belgisch advocaat, econoom, katholiek politicus en staatsman."
be,Q14997,Achille,Van Acker,1898-04-08,1975-07-10,Bruges,https://nl.wikipedia.org/wiki/Achiel_Van_Acker,1954-04-23,1958-06-26,"Achille Honoré (Achiel) Van Acker (Brugge, 8 april 1898 – aldaar, 10 juli 1975) was een Belgisch socialistisch politicus. Hij was viermaal premier van België."
be,Q14998,Camille,Huysmans,1871-05-26,1968-02-25,Bilzen,https://nl.wikipedia.org/wiki/Camille_Huysmans,1946-08-03,1947-03-20,"Jean Joseph Camille Huysmans (ook Kamiel Huysmans genoemd) (Bilzen, 26 mei 1871 - Antwerpen, 25 februari 1968), geboren als Camiel Hansen, was een Belgisch journalist en socialistisch politicus voor de BWP / BSP."
be,Q14999,Gaston,Eyskens,1905-04-01,1988-01-03,Lier,https://nl.wikipedia.org/wiki/Gaston_Eyskens,1968-07-17,1973-01-26,"Gaston François Marie burggraaf Eyskens (Lier, 1 april 1905 – Leuven, 3 januari 1988) was een Belgisch econoom, hoogleraar aan de Katholieke Universiteit Leuven en christendemocratisch politicus. Hij was driemaal eerste minister in de periode tussen 1949 en 1973. Hij was de eerste Belgische regeringsleider die geboren was in de 20e eeuw."
be,Q15002,Leo,Tindemans,1922-04-16,2014-12-26,Zwijndrecht,https://nl.wikipedia.org/wiki/Leo_Tindemans,1974-04-25,1978-10-20,"Leonard Clemence (Leo) Tindemans (Zwijndrecht, 16 april 1922 – Edegem, 26 december 2014) was een Belgisch politicus voor de CVP en minister van staat. Hij was eerste minister van twee regeringen in België (periode van 25 april 1974 tot 20 oktober 1978) en behaalde het grootste aantal voorkeurstemmen in de Belgische geschiedenis bij de Europese verkiezingen van 1979. Daardoor kreeg hij de bijnaam ""de man van 1 miljoen stemmen""."
be,Q15048,Elio,Di Rupo,1951-07-18,,Morlanwelz,https://nl.wikipedia.org/wiki/Elio_Di_Rupo,2011-12-06,2014-10-11,"Elio Di Rupo (Morlanwelz, 18 juli 1951) is een Belgische politicus voor de Parti Socialiste (PS). Van 6 december 2011 tot 11 oktober 2014 was hij premier van België en werd meermaals minister en minister-president van de Waalse Regering."
be,Q15056,Jean-Luc,Dehaene,1940-08-07,2014-05-15,Montpellier,https://nl.wikipedia.org/wiki/Jean-Luc_Dehaene,1992-03-07,1999-07-12,"Jean Luc Joseph Marie Dehaene (Montpellier, 7 augustus 1940 – Quimper, 15 mei 2014) was van 1992 tot 1999 premier van België. Hij was lid van de toenmalige CVP (nu CD&V). Onder zijn regering werd België een volwaardige federale staat. Dehaene leidde twee coalitieregeringen met de socialisten en bekleedde verschillende ministerposten voor hij in 1992 eerste minister werd. Van 2000 tot 2007 was hij burgemeester van Vilvoorde. In 2002 werd hij voorgedragen als vicevoorzitter van de Europese Conventie."
be,Q15956,Frans,Schollaert,1851-08-19,1917-06-29,Wilsele,https://nl.wikipedia.org/wiki/Frans_Schollaert,1908-01-09,1911-06-17,"François Victor Marie Ghislain (Frans) Schollaert (Wilsele, 19 augustus 1851 - Sainte-Adresse, 25 juni 1917) was een Belgisch katholiek politicus."
be,Q143202,Pieter,Decker,1812-01-25,1891-01-04,Zele,https://nl.wikipedia.org/wiki/Pieter_de_Decker,1855-03-30,1857-11-09,"Pierre Jacques François (Pieter) de Decker (Zele, 25 januari 1812 - Schaarbeek, 4 januari 1891) was een Belgisch politicus en auteur."
be,Q155691,Paul-Henri,Spaak,1899-01-25,1972-07-31,Schaerbeek - Schaarbeek,https://nl.wikipedia.org/wiki/Paul-Henri_Spaak,1947-03-20,1949-08-11,"Paul-Henri Charles Spaak (Schaarbeek, 25 januari 1899 - Eigenbrakel, 31 juli 1972) was een Belgisch socialistisch politicus en regeringsleider."
be,Q202049,Auguste,Beernaert,1829-07-26,1912-10-06,Ostend,https://nl.wikipedia.org/wiki/Auguste_Beernaert,1884-10-26,1894-03-26,"Auguste Marie François (August) Beernaert (Oostende, 26 juli 1829 – Luzern, 6 oktober 1912) was een Belgisch katholiek politicus en mensenrechtenactivist. In 1909 won hij de Nobelprijs voor de Vrede."
be,Q221781,Théodore,Lefèvre,1914-01-17,1973-09-18,Ghent,https://nl.wikipedia.org/wiki/Th%C3%A9o_Lef%C3%A8vre,1961-04-25,1965-07-28,"Théodore Joseph Albéric Marie Lefèvre (Gent, 17 januari 1914 – Sint-Lambrechts-Woluwe, 18 september 1973) was een Belgisch politicus. Hij was premier van België van 1961 tot 1965, aan het hoofd van de regering-Lefèvre-Spaak."
be,Q250021,Paul,None,1919-05-22,2001-01-09,Forest,https://nl.wikipedia.org/wiki/Paul_Vanden_Boeynants,1978-10-20,1979-04-03,"Paul Emile François Henri Vanden Boeynants (Vorst, 22 mei 1919 – Aalst, 8 januari 2001), in de media en door hemzelf bijgenaamd 'VDB', was een Belgisch volksvertegenwoordiger, minister en premier. Als ondernemer was hij actief in de vleesindustrie."
be,Q289570,Étienne,Gerlache,1785-12-26,1871-02-10,Château of Biourge,https://nl.wikipedia.org/wiki/Etienne_de_Gerlache,1831-02-27,1831-03-10,"Etienne Constantin baron de Gerlache (Biourge, 25 december 1785 - Elsene, 10 februari 1871) was advocaat, politicus en magistraat in het Verenigd Koninkrijk der Nederlanden en in België."
be,Q313809,Wilfried,Martens,1936-04-19,2013-10-09,Sleidinge,https://nl.wikipedia.org/wiki/Wilfried_Martens,1981-12-17,1992-03-07,"Wilfried Achiel Emma Martens (Sleidinge, 19 april 1936 – Lokeren, 9 oktober 2013) was een Vlaams-Belgische politicus voor de CD&V (vroeger CVP) en was van april 1979 tot maart 1992 (met een korte onderbreking) eerste minister van België."
be,Q349477,Mark,Eyskens,1933-04-29,,Leuven,https://nl.wikipedia.org/wiki/Mark_Eyskens,1981-04-06,1981-12-17,"Marc Maria Frans burggraaf Eyskens (Leuven, 29 april 1933) is een Belgische emeritus hoogleraar, econoom, politicus en essayist. Van april tot december 1981 was hij premier van België."
be,Q363942,Pierre,Harmel,1911-03-16,2009-11-15,Uccle,https://nl.wikipedia.org/wiki/Pierre_Harmel,1965-07-28,1966-03-19,"Pierre Charles José Marie graaf Harmel (Ukkel, 16 maart 1911 – Brussel, 15 november 2009) was een Belgisch advocaat, hoogleraar en christendemocratisch staatsman."
be,Q442578,Hubert,Pierlot,1883-12-23,1963-12-13,Bertrix,https://nl.wikipedia.org/wiki/Hubert_Pierlot,1939-02-22,1945-02-12,"Hubert Marie Eugène Pierlot (Cugnon, 23 december 1883 – Ukkel, 13 december 1963) was de Belgische eerste minister van 1939 tot 1945."
be,Q446472,Jean-Baptiste,Nothomb,1805-07-03,1881-09-16,Messancy,https://nl.wikipedia.org/wiki/Jean-Baptiste_Nothomb,1841-04-13,1845-07-30,"Jean Baptiste Nothomb (Messancy, 3 juli 1805 – Berlijn, 16 september 1881) was een Belgisch staatsman en diplomaat die een belangrijke rol speelde bij het tot stand komen van de Belgische staat. Zo was hij een van de opstellers van de Belgische grondwet en onderhandelde hij over de verdragen die de Belgische onafhankelijkheid garandeerden."
be,Q461745,Edmond,None,1915-04-18,1997-06-15,Lantremange,https://nl.wikipedia.org/wiki/Edmond_Leburton,1973-01-26,1974-04-25,"Edmond Jules Isidore Leburton (Lantremange, 18 april 1915 – Borgworm, 15 juni 1997) was een Belgisch politicus voor de PSB."
be,Q461753,Jean,None,1900-04-10,1977-10-11,Frasnes-lez-Gosselies,https://nl.wikipedia.org/wiki/Jean_Duvieusart,1950-06-08,1950-08-16,"Jean Pierre Armand Ghislain Marie Duvieusart (Frasnes-lez-Gosselies, 10 april 1900 – Couillet, 11 oktober 1977) was een Belgisch advocaat en katholiek politicus."
be,Q468104,Joseph,Lebeau,1794-01-03,1865-03-19,Huy,https://nl.wikipedia.org/wiki/Joseph_Lebeau,1840-04-18,1841-04-13,"Jean Louis Joseph Lebeau (Hoei, 2 januari 1794 – aldaar, 19 maart 1865) was lid van het Nationaal Congres, Belgisch liberaal volksvertegenwoordiger en eerste minister."
be,Q468109,Charles,Rogier,1800-08-17,1885-05-27,Saint-Quentin,https://nl.wikipedia.org/wiki/Charles_Rogier,1857-11-09,1868-01-03,"Charles Latour Rogier (Nederlands, verouderd: Karel Rogier; Saint-Quentin 17 augustus 1800 – Sint-Joost-ten-Node, 27 mei 1885) was een Belgisch politicus en een van de grondleggers van de Belgische staat."
be,Q472257,Barthélemy,None,1794-02-26,1874-08-24,Kasteel van Schabroek,https://nl.wikipedia.org/wiki/Barth%C3%A9lemy_de_Theux_de_Meylandt,1871-12-07,1874-08-21,"Barthélemy-Théodore graaf de Theux de Meylandt (Sint-Truiden, 26 februari 1794 – Heusden, 21 augustus 1874) was een Belgisch staatsman, eerste minister en lid van het Nationaal Congres."
be,Q472276,Felix,None,1793-04-05,1862-08-05,Pittem,https://nl.wikipedia.org/wiki/Felix_de_M%C3%BBelenaere,1831-07-24,1832-10-20,"Felix Amandus de Mûelenaere (Pittem, 9 april 1793 – aldaar, 5 augustus 1862) was een Belgisch unionistisch politicus."
be,Q476596,Alexander,De Croo,1975-11-03,,Vilvoorde,https://nl.wikipedia.org/wiki/Alexander_De_Croo,2020-10-01,,"Alexander Francis Herman De Croo (Vilvoorde, 3 november 1975) is een Belgisch politicus voor Anders. (voorheen Open Vld). Tussen oktober 2020 en februari 2025 was De Croo premier van België van de zogenaamde Vivaldicoalitie. In 2025 werd hij aangesteld als directeur van het VN-Ontwikkelingsprogramma."
be,Q527479,Henri,de Brouckère,1801-01-25,1891-01-25,Bruges,https://nl.wikipedia.org/wiki/Henri_de_Brouck%C3%A8re,1852-10-31,1855-03-30,"Henri Ghislain Joseph Marie Hyacinthe de Brouckère (Brugge, 25 januari 1801 - Brussel, 25 januari 1891) was een Belgisch liberaal politicus. Hij was onder meer eerste minister, volksvertegenwoordiger en lid van het Belgisch Nationaal Congres."
be,Q533339,Albert,None,1790-05-26,1873-05-05,Tournai,https://nl.wikipedia.org/wiki/Albert_Goblet_d%27Alviella,1832-10-20,1834-08-04,"Albert Joseph Goblet, sinds 1838 graaf Goblet d'Alviella (Doornik, 26 mei 1790 – Brussel, 5 mei 1873) was een Belgisch politicus en officier."
be,Q546727,Sylvain,Weyer,1802-01-19,1874-05-23,Leuven,https://nl.wikipedia.org/wiki/Sylvain_Van_de_Weyer,1845-07-30,1846-03-31,"Jean-Sylvain Van de Weyer (Leuven, 19 januari 1802 – Londen, 23 mei 1874), beter bekend als Sylvain Van de Weyer, was een van de grondleggers van de Belgische Staat, en later ook eerste minister."
be,Q569138,Jules,Burlet,1844-04-10,1897-03-01,Ixelles - Elsene,https://nl.wikipedia.org/wiki/Jules_de_Burlet,1894-03-26,1896-02-25,"Jules Philippe Marie de Burlet (Elsene, 10 april 1844 - Nijvel, 1 maart 1897) was een Belgisch katholiek politicus."
be,Q665955,Paul-Émile,None,1872-05-30,1944-03-03,Brussels metropolitan area,https://nl.wikipedia.org/wiki/Paul-Emile_Janson,1937-11-24,1938-05-15,"Paul-Emile Janson (Brussel, 30 mei 1872 - concentratiekamp Buchenwald, 3 maart 1944) was de Belgische eerste minister van november 1937 tot mei 1938."
be,Q678535,Jules,Malou,1810-10-19,1886-07-11,Ypres,https://nl.wikipedia.org/wiki/Jules_Malou,1884-06-16,1884-10-26,"Jules Edouard François-Xavier Malou (Ieper, 19 oktober 1810 - Sint-Lambrechts-Woluwe, 11 juli 1886) was een Belgisch politicus. Hij was onder meer leider van de Katholieke Partij, volksvertegenwoordiger, senator en eerste minister."
be,Q705103,Charles,Broqueville,1860-12-04,1940-09-05,Postel,https://nl.wikipedia.org/wiki/Charles_de_Broqueville,1932-10-22,1934-11-20,"Charles Marie Pierre Albert graaf de Broqueville (Postel, 4 december 1860 - Brussel, 5 september 1940) was de Belgische kabinetsleider tijdens de Eerste Wereldoorlog (van 17 juni 1911 tot 1 juni 1918) en eerste minister van 22 oktober 1932 tot 20 november 1934. Hij was lid van de Katholieke Partij."
be,Q705111,Joseph,Pholien,1884-12-28,1968-01-04,Liège,https://nl.wikipedia.org/wiki/Joseph_Pholien,1950-08-16,1952-01-15,"Joseph Clovis Louis Marie Emmanuel Pholien (Luik, 28 december 1884 – Brussel, 4 januari 1968) was een Belgisch politicus van de PSC."
be,Q705128,Jean,Van Houtte,1907-03-17,1991-05-23,Ghent,https://nl.wikipedia.org/wiki/Jean_Van_Houtte,1952-01-15,1954-04-23,"Jean Maria Josephus baron Van Houtte (Gent, 17 maart 1907 – Brussel, 23 mei 1991) was een Belgisch advocaat, hoogleraar en politicus van de CVP."
be,Q705791,Walthère,Frère,1812-04-22,1896-01-02,Liège,https://nl.wikipedia.org/wiki/Walth%C3%A8re_Fr%C3%A8re-Orban,1878-06-19,1884-06-16,"Hubert Joseph Walthère Frère-Orban (Luik, 24 april 1812 – Brussel, 2 januari 1896) was een Belgisch liberaal politicus die zijn stempel heeft gedrukt op de eerste halve eeuw onafhankelijkheid van België."
be,Q719483,Gérard,Cooreman,1852-03-25,1926-12-02,Ghent,https://nl.wikipedia.org/wiki/Gerard_Cooreman,1918-06-01,1918-11-21,"Gérard François Marie (Gerard) Cooreman (Gent, 25 maart 1852 – Brussel, 2 december 1926) was een Belgisch advocaat en politicus voor de katholieke Partij."
be,Q721772,Jules,Vandenpeereboom,1843-03-18,1917-03-06,Kortrijk,https://nl.wikipedia.org/wiki/Jules_Vandenpeereboom,1899-01-24,1899-08-05,"Jules Pierre Henri François Xavier Vandenpeereboom (Kortrijk, 18 maart 1843 - Anderlecht, 6 maart 1917) was een Belgisch katholiek politicus."
be,Q721781,Paul,None,1843-05-13,1913-09-09,Ghent,https://nl.wikipedia.org/wiki/Paul_de_Smet_de_Naeyer,1899-08-05,1907-05-02,"Paul Joseph graaf de Smet de Naeyer (Gent, 13 mei 1843 – Brussel, 9 september 1913) was een Belgisch katholiek politicus."
be,Q721798,Jules,Trooz,1857-02-21,1907-12-31,Leuven,https://nl.wikipedia.org/wiki/Jules_de_Trooz,1907-05-02,1907-12-31,"Baron Jules Henri Ghislain Marie de Trooz (Leuven, 21 februari 1857 - Brussel, 31 december 1907) was een Belgisch katholiek politicus."
be,Q725589,Jules,d'Anethan,1803-04-23,1888-10-08,Brussels metropolitan area,https://nl.wikipedia.org/wiki/Jules_Joseph_d%27Anethan,1870-07-02,1871-12-07,"Jules Joseph d'Anethan (Brussel, 23 april 1803 - Schaarbeek, 8 oktober 1888) was een Belgisch politicus. Hij was premier van 2 juli 1870 tot 7 december 1871."
be,Q950958,Charles,Michel,1975-12-21,,Namur,https://nl.wikipedia.org/wiki/Charles_Michel,2014-10-11,2019-10-27,"Charles Yves Jean Ghislaine Michel (Namen, 21 december 1975) is een Belgisch politicus voor de partij Mouvement Réformateur (MR). Van 11 oktober 2014 tot 27 oktober 2019 was hij premier van België in de regeringen Michel I en Michel II. Op 2 juli 2019 werd hij verkozen als voorzitter van de Europese Raad, in opvolging van Donald Tusk, een functie die hij van 1 december 2019 tot 30 november 2024 uitoefende."
be,Q18434995,Sophie,Wilmès,1975-01-15,,Ixelles - Elsene,https://nl.wikipedia.org/wiki/Sophie_Wilm%C3%A8s,2019-10-27,2020-10-01,"Sophie Wilmès (Elsene, 15 januari 1975) is een Belgisch politica van de MR. Van 27 oktober 2019 tot 1 oktober 2020 was ze de eerste vrouwelijke premier van België. Ook was zij de eerste Belgische premier van Joodse komaf. Vanaf 1 oktober 2020 was ze vicepremier en minister van Buitenlandse Zaken en Buitenlandse Handel. Om familiale redenen legde ze op 21 april 2022 haar bevoegdheden als minister tijdelijk neer. Op 15 juli 2022 legde ze haar functie definitief neer."
ma,Q57553,Mohammed,None,1963-08-21,,Rabat,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3_%D8%A8%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D9%86,1999-07-23,,مُحمد السادس بن الحسن العلوي (مواليد 21 أغسطس 1963) هو ملك المملكة المغربية منذ عام 1999 والملك الثالث والعشرون للمغرب من سلالة العلويين الفيلاليين، تولى الحكم خلفًا لوالده الملك الحسن الثاني بعد وفاته، وبويع ملكًا يوم الجمعة 9 ربيع الثاني سنة 1420 هـ الموافق 23 يوليو 1999 بالقصر الملكي بالرباط.
ma,Q69103,Hassan,None,1929-07-09,1999-07-20,Rabat,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A_%D8%A8%D9%86_%D9%85%D8%AD%D9%85%D8%AF,1961-02-26,1999-07-23,الحَسَن الثاني بِنْ مُحمد بِنْ يوسف العَلوي (9 يوليو 1929 – 23 يوليو 1999) هو ثاني ملوك المملكة المغربية بعد الإستقلال، والملك الثاني والعشرون للمغرب من سلالة العلويين الفيلاليين، تولى حكم المملكة المغربية خلفًا لوالده الملك محمد الخامس في 26 فبراير 1961 وحتى وفاته في 23 يوليو 1999. ينتمي الملك الحسن الثاني إلى السلالة العلوية التي تعود في نسبها إلى الحسن بن علي بن أبي طالب، وتحكم المغرب منذ عام 1666 ميلادية ويلقب الحاكم منهم بأمير المؤمنين.
